Nama Aplikasi,Nama Pengguna,Komentar,Rating,Tanggal Ulasan
Netflix,Budi Panjaitan,Sudah di batalkan ke anggotaan masih saja otomatis mencuri saldo.,1,1/10/2026 16:37
Netflix,Poppy Afrida Channel,error 5.7.6 video tidak bisa dibuka,1,1/10/2026 15:48
Netflix,Baso Bony,"apk ribet, daftar ribet. blm apa apa dh mau bayar, di kira apk ini doang kali, minimal masuk dlu, pengen liat komplit kaga nya ni film",1,1/10/2026 15:46
Netflix,Rosie Ochi,Mau nonaktifkan keanggotaan di aplikasi tapi tidak bisa.. Buka webnya netflix lewat HP malah diarahin ke aplikasi 😌,1,1/10/2026 12:19
Netflix,empi31 ria,banyak error habis berlangganan ga bisa muter video,1,1/10/2026 9:02
Netflix,M Naufal Musthofa,"Film nya seruuu seru dan update, semoga netflix bisa memunculkan Film kesukaan saya juga yaitu film Harry Potter di list nya",5,1/10/2026 8:34
Netflix,Fajra Nada,tidak dapat dilogin lemot lagi emang aplikasi tidak genah,1,1/10/2026 5:40
Netflix,rahmatul hidayah,udah bayar berlangganan 65.000 malah ada tagihan lagi hari ke-10. kan belum sebulan padahal,1,1/10/2026 4:19
Netflix,Rika Jutuh,"saya sudah mengajukan pemberhentian langganan, kenapa dana saya masih saja di pakai tanpa seizin saya, jujur saya kesal sekali dengan apk ini",1,1/10/2026 3:37
Netflix,Wahyu Hadi,"saldo sy sudah terpotong tapi, diminta buat buat pilih paket lagi, sudah lapor ke castemer servis kata.a ndk ada dana masuk, kok bisa? saldo saya sudah terpotong loh, kata.a akan kmbali dalm waktu 3 hari, tapi smpai sekarang ndk balik2, bukan maslah uang tapi pelayanan yg ndk becus",1,1/10/2026 1:57
Netflix,M ikhmal Alayya,layar hitam tapi suaranya ada,1,1/9/2026 23:51
Netflix,DnL Created,aplikasi nyata untuk menghargai perfilman.. minus nya penonton terbanyak masih di rating kebebasan berbayar 😅 termasuk saya,3,1/9/2026 21:24
Netflix,Volley Ball,netflix kontoI kebanyakan berbayar kebelet apa dah lu,5,1/9/2026 17:23
Netflix,AFFAJI Official,"kenapa ya saat menonton layar nya hitam semua cuma ada suara nya doang padahal akun ga dipake sama siapa"" dan juga ruang hape ga penuh, cache nya juga udah di apus. gara2 itu jadi badmood buat nonton",1,1/9/2026 16:52
Netflix,Andy Nazry,sering bug saat menonton film ber seri ngefress lag sesaat sangat mengganggu,2,1/9/2026 16:37
Netflix,Aini Jbg,saya sudah daftar saya sudah bayar langganan bulanan tapi kenapa selalu login ulang dan saat masuk ke email dan sandi selalu muat ulang🤬🤬apakah kalian mau nipu? karna belum sama sekali saya nonton 1 videopun,1,1/9/2026 16:19
Netflix,faj fajri,kikir but bisa menyenangkan para elitis🤭,4,1/9/2026 14:28
Netflix,Rizal Auliya Wibowo,banyak bug nya,1,1/9/2026 13:26
Netflix,Candra Febrianto,pembaharuan baru semakin rumit dan semakin sulit untuk menonton. peraturan yang sangat susah untuk ditaati yaitu perangkat anda tidak termasuk bagian dari akun netflix. padahal cuma pakai 1 perangkat tapi susah untuk masuk,1,1/9/2026 12:40
Netflix,Muhammad Hilmi Trimahardika,"TEMPAT STREAMING TERIBET DIDUNIA, BANYAK BANGET MASALAHNYA UDAH GITU KOLEKSINYA DIKIT",1,1/9/2026 11:43
Netflix,Bariyah Khoirul,daftarnya susah kli.maksa kli buat berlangganan,2,1/9/2026 8:07
Netflix,Riyan Wicaksono,"APLIKASI DONGO BARU BAYAR TGL 2 JANUARI, MINTA DIBAYAR LAGI BARU SEMINGGU",1,1/9/2026 7:41
Netflix,Sydney Maulana,lumayan buat nonton anime bagus banget ga burem,5,1/9/2026 6:57
Netflix,Lampar Chanel,gak jelas biaya langganan,1,1/8/2026 14:29
Netflix,Bain Galam,Bagi saya sangat bagus dan sangat berkesan bagi saya,1,1/8/2026 13:41
Netflix,naara andrina,banyak film bgs,5,1/8/2026 13:14
Netflix,Muh Jupran,gak bisa masuk gw,1,1/8/2026 7:36
Netflix,Zaskia Ramadani,bagus si tapi kenapa tiba tiba suka keluar sendiri gitu ya padahal baru nonton 40 menitan,3,1/8/2026 6:33
Netflix,Gede Subhaga,metode pembayaran ribet banget. masa verifikasi harus sampe 5x. aplikasi berbayar yang paling gak jelas dan gak customer oriented,1,1/8/2026 4:35
Netflix,Dwi Kuntoro,mudah lancar murah,5,1/8/2026 4:12
Netflix,Irish Coffee,sekarang udah ga bisa lagi percepat jadi speed 1.5X saat layar ditahan.,3,1/8/2026 2:10
Netflix,Suhendri Suhan,beru mulai menggunakan,5,1/8/2026 0:55
Netflix,Sembarang Wes,ayo cari apa yg kmu ingginkan,5,1/7/2026 16:32
Netflix,Chici Frozen,"bagus , cuman tulisan subtittlenya ga ada yang yang kecil kekecilan yang gede ngalangin layar",3,1/7/2026 13:56
Netflix,jeps klampoks,apk tll mnding moviebox drpd apk g guna😂,1,1/7/2026 13:51
Netflix,Darwan Mz7,ngk jls Netflix saldo kepotong sendiri di rekening jgn berlangganan apk ngk jls,5,1/7/2026 12:37
Netflix,Nini Marcellina,"ga bisa daftar akun baru, apk ga guna pntk",1,1/7/2026 9:32
Netflix,Kenny Andreza,"kenapa eror 5.10 mulu, padahal katanya ada yang bilangs tinggal hapus Cache doang, aku udh hapus cahce gk bisa hapus data login lagi gk bisaa, uninstall terus install lagi gk bisa,, ribet banget percuma langganan, klo masih banyak bug minimal segera tangani, udh 2 bulan ini loh",1,1/7/2026 8:24
Netflix,Joko Sembung,mens rea .ini terakhir saya langganan netflix,1,1/7/2026 7:09
Netflix,achmat hariyanto,"SELAMA BEBERAPA TAHUH BERLANGGANAN NETFLIX GAK PERNAH ADA MASALAH TUH, BIASANYA YANG BERMASALAH ITU YANG BELI GAK RESMI (SHARING AKUN). INGET YA, ADA HARGA ADA RUPA",5,1/7/2026 6:16
Netflix,Putri Wulansari,aplikasi ini kukira gratis eh ternyata berbayar,1,1/7/2026 0:06
Netflix,Eleven,MAKIN LAMA MAKIN LAGIBETE AJA LU🤮🤮,1,1/6/2026 20:08
Netflix,Fajar Sidiq,"stuck layar hitam ,jangan adayang mau premium apk nya busuk",1,1/6/2026 19:59
Netflix,Rahmat hidayat#14,"I like this application, it is very satisfying and always updated.",5,1/6/2026 18:25
Netflix,Difa Putri,susah buat daftar akun,1,1/6/2026 16:09
Netflix,Liko Cantik (Hamzah),ko saya mau nyari yang baru filmnya ko enggak ada pada hal sudah terbit film ko enggak ada di netflix nya kesel,1,1/6/2026 15:05
Netflix,Riyan Saputra,susah amat daftar jugaa,1,1/6/2026 14:42
Netflix,Kamila nurul Qalbi,"Bayar mahal, buka di laptop malah ga bisa dipake",1,1/6/2026 13:16
Netflix,kadir lie,tayangan ga berkualitas muncul..,1,1/6/2026 12:46
Netflix,Sev en,apaan gabisa masuk atau daftar harus Mulu bayar,1,1/6/2026 11:50
Netflix,Salsa Billa,terimakasih Netflix akhirnya aku bisa nonton lancar banget semoga di murahin langganan nya😊,5,1/6/2026 5:34
Netflix,zita reszita,"busuk filmnya jelek"" dan itusaja",1,1/5/2026 18:30
Netflix,Wiranda Sari,"netflik skrg kok ga bagus ya ,,suka eror,,sangat kecewa,,kualitas nya ga bagus sumpah kecewa",1,1/5/2026 15:22
Netflix,Fatir Aliandra azhar,"padahal udah buat akun baru dan bayar langganan tapi error dari sistem Netflix nya. saya sudah 2 kali bikin akun yg beda tetapi tetap saja tidak bisa masuk, padahal uang udah kebuang sia"". mohon tanggapan dari pihak sistem Netflix",1,1/5/2026 15:19
Netflix,Akun Kosong,"aplikasi jlk, GK ada anime Tokyo revengers padahal mau nonton",1,1/5/2026 12:56
Netflix,zacky,download ini cuma mau nnton mens rea🤭,5,1/5/2026 11:51
Netflix,Sarip H,ya bagus tapi bayar,5,1/5/2026 11:21
Netflix,Tempe Tahu,aplikasi ga jelas. banyak bug,1,1/5/2026 10:57
Netflix,Muhammad Fahmi,"tidak bisa login menggunakan akun google saya coba terus katanya "" email tidak dapat ditemukan """,1,1/5/2026 10:51
Netflix,nisa kitrotun nada,udh bayar tp ga bisa masuk,1,1/5/2026 9:49
Netflix,Winita Salakparang,Tidak bisa di download,1,1/5/2026 9:07
Netflix,Naida lintang Putri Ariefa,kenapa skrg ga bisa sambil vcan biasanya kan bisa ga masalah,3,1/4/2026 21:34
Netflix,Ilham Ambon,mau berlangganan aja susahnya minta ampun . pake shopeepay ngak bisa terhubung pake dana beberapa kali eror,2,1/4/2026 17:30
Netflix,Lusi Yanah,suka tiba-tiba ga bisa masuk pakai akun dengan alasan salah kata sandi padahal sudah benar . dan kadang harus uninstal dulu baru bisa .,3,1/4/2026 15:55
Netflix,Marco Lee,"kurangnya apk ini adalah ribetnya ketika mau berlangganan, sampai kita harus melibatkan pihak lain untuk bisa berlangganan di apk ini.",3,1/4/2026 14:42
Netflix,Tomy SharX,"Netflix nya sih bagus bagus aja, tapi Film nya Terlalu Dikit, bisa lebih banyak dan menarik lagi gak 😅",4,1/4/2026 13:52
Netflix,Desi Susanti,"saya baru download,abis itu nonton,ehh iklan bnyk bagt,udh lah nonton dia ambil paket,ehh minta bayar lagi,gila GK thu",1,1/4/2026 13:49
Netflix,Muchsin Amin,tanggal 2 Januari 2026 baru bayarr. tanggal 4 Januari 2026 udah minta pembayaran lagi dan sama sekali ga bisa dipake nonton,1,1/4/2026 13:37
Netflix,Niswatul Chaira,aku suka tapi bayar nya mahal 😭,5,1/4/2026 13:19
Netflix,Mohammad Iqbalprasetyo,"apk apa ini,masuk aja susah😒",1,1/4/2026 10:53
Netflix,Rahim Abdul,"Bikin kesel ga bisa ditonton, aswuuu",3,1/4/2026 9:54
Netflix,Kalvin,"mumpung ada anime terbaru, download Netflix aja",5,1/4/2026 9:43
Netflix,Hafidz Nurrohman,udah berbayar sering eror lagi,3,1/4/2026 6:10
Netflix,Irsya Jaya,mahal pelayanan buruk,1,1/4/2026 5:05
Netflix,Teo Tew,"filmnya dikit, apa apa gaada, bayarnya mahal minimal kalo mahal film tambahin",1,1/4/2026 4:10
Netflix,Dinan Permana,Baru Gabung Anggota Disuruh Bayar Lagi Kocak,1,1/4/2026 4:07
Netflix,Muhammad Hairi nur,error saat menonton pasti bukan karena ram ini gara gara langganan nya kemurahan fr fr😹😹😹sybau💔💔💔,1,1/4/2026 3:09
Netflix,Henzo,"Why is the movie still in the line after I've finished watching it and why is it repeating from episode 1? It's always like this, why don't you guys fix this problem?",1,1/4/2026 1:26
Netflix,JEFFRI GEOVANIE,"hey Netflix could you bring NBA 2K26 arcade edition to android from your Netflix game library? your game Library seems need more games list and I think this game would be good choice, keep this game as premium games just like in iOS do by subscription",5,1/3/2026 19:25
Netflix,fathi Nurul Haq,mau daftar ga jadi karena ga bisa pake BCA mobile... terlalu ribet pake debid anj lahh,1,1/3/2026 19:18
Netflix,Casandra_Channel,bisa gak sih di film2 India atau film negara lain ada subtitles bahasa melayu atau bahasa Indonesia...pengen nonton tp gak paham bahasanya,2,1/3/2026 18:25
Netflix,Aldi Yusuf Pradana,"saya berlangganan tanggal 3 Januari 2026 (pembayaran melalui akun DANA) BERHASIL TERPOTONG... kemudian saya menonton satu film, setelah film itu selesai, akun saya ditangguhkan dan di arahkan untuk membayar kembali😊. mohon bantuannya dan solusinya 🙏 kalau bisa diperbaiki pelayanan nya, akan saya perbaiki juga bintang nya🙏",1,1/3/2026 17:16
Netflix,raafi najib,apk gajelas yg nonton cuma 1 org dibilangnya 2 org nyesel langanan netflix gabisa nonton juga mana filmnya ga lengkap lagi,1,1/3/2026 15:46
Netflix,Lathifmukti Fatta,baru daftar aja diauruh membership ribet,1,1/3/2026 15:41
Netflix,Dores Purba,sangat mengecewakan udah masuk tapi video tidak bisa diputar,1,1/3/2026 15:13
Netflix,Devan Alhoni,MAU LANGGANAN AJA GAK BISA LOGIN JUGA GAK BISA UDAH GITU NGELAG BANGET LAGI. BAHKAN DIKASIH BINTANG SATU PUN GAK LAYAK,1,1/3/2026 14:22
Netflix,Nirma Lestary,aplikasi ny sangat buruk,1,1/3/2026 14:18
Netflix,simut kecil,pembayaran otomatis tanpa berlanggan aneh,1,1/3/2026 12:32
Netflix,Bambang_ Purwanto,"error 5.10 saat mau putar video kacau sudah sering di-update dan hapus cache tapi tetep eror, dan banyak yang koment tapi ga ada tanggapan ...",1,1/3/2026 8:29
Netflix,GenZ,filmnya kemahalan sama tidak bisa refund duit setelah pembatalan menjadi anggota,1,1/3/2026 8:27
Netflix,Rahma Husna,sangattttttt bagusssss dan sesuai harapan,5,1/3/2026 7:02
Netflix,Tata Firanda,langganan netflix buat nonton mensrea doang 😂😂,5,1/3/2026 4:09
Netflix,Fahmi Edi Wibowo,"lagi nonton eh crash, coba lagi, dan loading, tolong dong dibaikin nih apk biar nyaman nontonnya",1,1/3/2026 3:57
Netflix,Dzaky Fikriansyah,"woy netflix apalah saya sudah membatalkan langganan ternyata masih nyedot saldo saya secara otomatis via shopeepay saya sudah mencabut langganan, harusnya tertera dong di googleplay seperti aplikasi lain bila berlangganan tapi ini tidak payah",1,1/3/2026 3:31
Netflix,Idam hari,saya orang indonesia di Arab Saudi kenapa tampilan aplikasinya jadi bahasa arab bagai mana cara rubah huruf tulisannya,1,1/2/2026 20:35
Netflix,Tabita Kaban,bintang lima tapi ku bukan ancaman,5,1/2/2026 16:15
Netflix,Silviyany Apriant,JELEK BGT GA BISA BISA LOGIN !!!,1,1/2/2026 15:59
Netflix,Ardyan Saputra,sangat buruk tidak bisa mendaftar,1,1/2/2026 15:14
Netflix,Surmi Surmi,"gabisa di buka, setiap kali aku buka pasti layanannya lagi gabisa huhh, sampe kapan ini??",2,1/2/2026 15:00
Netflix,Chika Vanissa,katanya GK bayar,1,1/2/2026 14:40
Netflix,Reven Eleven,instal netflix terus gagal. ada solusi?,3,1/2/2026 13:51
Netflix,Rani Yanti,"apl jelek, paket makin mahall, sekarang harganya ngga ngotakk!!!!!",1,1/2/2026 13:46
Netflix,Alea Rizky,"apa coba mau melakukan pembayaran malah error terus,ga jelas",1,1/2/2026 13:44
Netflix,Wulan Ramadani,"gabisa daftarnya,udah masukin nomer telpon dll ttp salah trs gmn ya",2,1/2/2026 10:16
Netflix,Natasya Imupp,"udah login berapa kali ga bisa, tolong gimana ini",3,1/2/2026 8:45
Netflix,Lizandra Miguel Araujo,Sangat buruk sekali,1,1/2/2026 7:26
Netflix,Adriana Suyanto,"I like this app,, gw sih gk ad masalah, yang penting gk ad iklan bintang 5😅🙏",5,1/2/2026 5:16
Netflix,Danang Setiaji000,masa email nya tidak jadi aneh tolong perbaiki,1,1/2/2026 2:27
Netflix,Didik Santuso,"ubah pembayaran aja ribet, padahal tinggal lewat aplikasi langsung",1,1/2/2026 1:31
Netflix,Dea Amelia,"plis lah tolong Netflix di benerin lagi, kok bisa ya melakukan pembayaran secara sendiri tanpa persetujuan pengguna akun gitu kek ngga wajar aja sih",1,1/2/2026 0:34
Netflix,Arvin Arisandi,saya terkena pembayaran netflix 2x hari yang sama sudah nunggu 1 bulan malah dana ga balikkk,1,1/1/2026 23:35
Netflix,Manss,"aplikasi gak jelas ketika mau nonton video sering eror padahal jaringan bagus, sampahh buang"" duit gw",1,1/1/2026 22:03
Netflix,Erlangga Setiawan,netflix tolong lah credit scene jangan di skip napa.,4,1/1/2026 21:40
Netflix,Faojan Gojali,Masuk aplikasi juga Ribet amat .. kek w miskin aja kali ga punya duit malah d persulit cok,1,1/1/2026 19:05
Netflix,Putri Andria,"aplikasi tolol, baru mau masuk buat akun aja dipersulit,apk gini mending di hapus dari play store",1,1/1/2026 16:47
Netflix,Auzi Isnov,"suka error,aneh banget",1,1/1/2026 16:15
Netflix,Abdul Muis,ribet anj mau login aja susah,1,1/1/2026 15:45
Netflix,Taufik Muhamad Rizki,"aplikasi sampah gak bisa login bikin emosi aja, udah di coba berkali-kali tetap gak bisa.",1,1/1/2026 14:27
Netflix,Evelyn Gracia,tolong perbaiki anime one Piece ada beberapa seoson anime one Piece yang tidak lengkap,3,1/1/2026 9:33
Netflix,Aroby firly T,film ada beberapa yg tidak punya terjemahan bahasa Indonesia,2,1/1/2026 7:28
Netflix,starliver,"niat atau ga sih kasih nonton ke orang , mendaftar aja ga bisa , aplikasi apa ni",1,1/1/2026 6:13
Netflix,hendra natawijaya005,"tidak berlangganan,tapi uang kesedot",1,1/1/2026 5:34
Netflix,Ita,"tiap nonton masa harus di uninstall dulu baru bisa ke putar, kadang udah di install lagi juga tetep ga bisa buat nonton kocakk ga pernah di upgrade kah ni Netflix",1,1/1/2026 4:00
Netflix,IL LA,dari dulu mau daftar susah amat. perlu riset sandi dikirim ke email tp nggak dapet email lol. niat kagak ini?,1,1/1/2026 3:58
Netflix,Bilal,"apa apaan dah, kok ketika saya buka Netflix loading Mulu, padahal kuota masih banyak lho",3,12/31/2025 23:51
Netflix,Nazwa Zee,"ini gimna sii masih ga bisa bisa daftarnya, padahal sudah berulang kali coba tetap aja gabisaa,aneh bngtt,ngeselin juga ni apk klo ttp gabisa daftar akun",1,12/31/2025 19:02
Netflix,Khoirul Mahmudah,udah di batalin masih ajaaaa,1,12/31/2025 15:55
Netflix,Ubay 064,pilih paket standar. yang bisa dua perangkat. tpi nyatanya tidak bisa tontong secara bersama. kocak,1,12/31/2025 12:14
Netflix,GEOFANO piico,aplikasi nya sudah bagus lumayan banyak film series dll cuma masalah nya saat saya masuk sudah bisa selanjutnya saya premium karena merasa ingin menonton film nya tapi baru nonton 30 menit kurang sudah keluar sendiri dan tidak bisa masuk lagi tolong perbaiki,1,12/31/2025 11:43
Netflix,Rafa Khairullah,apk anj susah bet log akun ngtot,1,12/31/2025 10:41
Netflix,NANANG KHOIRON SUBCHI (Subky),"gangguan mulu heran. dah gitu sering banget kualitas jelek. mana ga da pengaturan mo pilih resolusi videonya lagi, heran. jauh bgt sama disney yg bisa pilih resolusi",1,12/31/2025 10:08
Netflix,Ed Rahman,ga bisa login. ad perbaikan sistem katany wkwkwk,1,12/31/2025 8:24
Netflix,Dimas Adi Kurniawan,apk nya bagus bisa main ep ep ku kasi b9,1,12/31/2025 7:59
Netflix,Fitri Nh,"bayar tapi daftar email nya salah salah terus system ny harus di permudah bukan di persulit,,",1,12/31/2025 7:16
Netflix,Rafif Santoso,"mau nonton anime aja dibikin ribet, hadehhh 🥱",1,12/31/2025 7:08
Netflix,Yusril Anjar,mau daftar aja sulit apk apa ini,1,12/31/2025 6:52
Netflix,Marihot Yudi Sitorus,kualitas grafik buruk,1,12/31/2025 6:06
Netflix,jovela natasha,"bagus, tapi beberapa film belum ada atau pernah ada tapi sudah tidak tayang lagi",5,12/30/2025 14:35
Netflix,Pemuda dakwah,"woyy ajg , ini mau daftar akun aja ribet amat lu, cehh aplikasi gaguna, mendi tutup aja aplikasi ini",1,12/30/2025 12:01
Netflix,Andri Yas,buat daftar ke aplikasi aja susahnya minta ampun dari dulu pendaftaran aplikasi ga di ubah kalo gini terus rating bakal anjlok terus,1,12/30/2025 11:41
Netflix,Trie Joko Susilo,enak aja mantap.,5,12/30/2025 8:04
Netflix,Vina Himatun,gak bisa masuk ege,1,12/30/2025 7:23
Netflix,Syahrul badrul,Hallo Developer Netflix Saya Mai Tanya Tentang Tambahan Film Yang Ada Di Bioskop Itu Butuh Berapa Hari Ya Soal Nya Di Netflix Ini Banyak Yang Ga Lengkap Mohon Dijawab,5,12/30/2025 6:12
Netflix,Andi Jaya,"ngeglitch"" diaku pls,padahal dah ku cek jaringannya bagus kok,glitch nya parah bgt sumpah",2,12/30/2025 4:08
Netflix,Raden Karyo,"ga jelas ni ah, harus nya netflix ada konfir masi dulu jangan main ambil yang aja setiap bulan, sya makai netflix aja ga setiap bulan tapi setiap bulan saldo saya tersedot, kan jadi rugi aya, perbaikin dong admin, biar setiap ada mau pembayaran itu harus ada konfirmasi dari pemilik uang atau rekening atau bank",1,12/30/2025 3:09
Netflix,Hanifhamidi 2012,"banyak gangguan, padahal internet sudah lancar, memori juga masih banyak, tetep gabisa nonton dgn lancar",1,12/30/2025 1:24
Netflix,Exsel bogor,udah dibayar gabisa nonton hdeh,1,12/29/2025 17:20
Netflix,Rina Deliana,heran sekarang klo loading lama banget bahkan ga ke putar sama skli filmnya... gue bayar ya tpi servicenya begini,1,12/29/2025 16:13
Netflix,Deri Muhamad Fauzi,"ga ada akun yang tertaut tapi tetep aja ga bisa nonton dengan alasan ""terlalu banyak perangkat yang menonton secara bersamaan"" rugi gw berlangganan. aneh banget",1,12/29/2025 16:04
Netflix,iLham MiLd,"film²nya kurang update,, film lama semua",3,12/29/2025 15:12
Netflix,Rahmatul Hidayat,kurang bayak filem ya anime ya aja banyak yang enga ada membosan kan,1,12/29/2025 14:52
